id,date,category,brand_type
179,1/2/2012,Grocery,Established
180,1/2/2012,Grocery,Local
181,1/2/2012,Grocery,Established
182,1/2/2012,Grocery,Local
183,1/2/2012,Grocery,Established
184,1/2/2012,Grocery,Established
186,1/2/2012,"Dairy, Juices & Snacks",Established
187,1/2/2012,Grocery,Established
188,1/2/2012,Bakery,Local
192,1/2/2012,Grocery,Local
193,1/2/2012,Pharmaceutical,Established
194,1/2/2012,Pharmaceutical,Established
195,1/2/2012,Pharmaceutical,Established
196,1/2/2012,Grocery,Established
197,1/2/2012,Grocery,Local
198,1/2/2012,Grocery,Established
200,1/2/2012,Grocery,Established
202,1/2/2012,Pharmaceutical,Established
205,1/2/2012,Grocery,Established
206,1/2/2012,Grocery,Established
207,1/2/2012,Grocery,Local
208,1/2/2012,Pharmaceutical,Established
209,1/2/2012,Bakery,Local
213,1/2/2012,Grocery,Local
214,1/2/2012,Pharmaceutical,Established
215,1/2/2012,Grocery,Established
217,1/2/2012,Grocery,Local
218,1/2/2012,Grocery,Local
219,1/2/2012,Grocery,Established
220,1/2/2012,Grocery,Local
221,1/2/2012,Grocery,Local
222,1/2/2012,Bakery,Local
224,1/2/2012,Pharmaceutical,Established
225,1/2/2012,Grocery,Established
228,1/2/2012,Grocery,Local
230,1/2/2012,Grocery,Local
231,1/2/2012,Grocery,Established
233,1/2/2012,Grocery,Local
238,1/2/2012,Grocery,Established
239,1/2/2012,Grocery,Local
240,1/2/2012,Grocery,Local
241,1/2/2012,Pharmaceutical,Local
242,1/2/2012,Pharmaceutical,Established
243,1/2/2012,Bakery,Local
247,1/2/2012,Prepared Food,Local
250,1/2/2012,Grocery,Established
254,1/2/2012,Grocery,Established
255,1/2/2012,Pharmaceutical,Established
259,1/3/2012,Pharmaceutical,Established
260,1/3/2012,Grocery,Established
261,1/3/2012,Grocery,Local
262,1/3/2012,Grocery,Local
264,1/3/2012,Pharmaceutical,Established
265,1/3/2012,Grocery,Established
266,1/3/2012,Grocery,Established
267,1/3/2012,Grocery,Local
269,1/3/2012,Grocery,Local
270,1/3/2012,Grocery,Established
273,1/3/2012,Grocery,Established
275,1/3/2012,Grocery,Local
277,1/3/2012,Grocery,Established
279,1/3/2012,Grocery,Established
282,1/3/2012,Grocery,Established
283,1/3/2012,Pharmaceutical,Established
284,1/3/2012,Pharmaceutical,Established
286,1/3/2012,Grocery,Established
287,1/3/2012,Grocery,Established
290,1/2/2012,Grocery,Established
291,1/2/2012,Grocery,Local
292,1/2/2012,Grocery,Established
293,1/2/2012,Grocery,Local
295,1/2/2012,Bakery,Local
298,1/2/2012,Grocery,Established
299,1/2/2012,Bakery,Local
301,1/2/2012,Bakery,Local
304,1/2/2012,Grocery,Established
305,1/2/2012,Grocery,Established
306,1/2/2012,Bakery,Local
307,1/2/2012,Pharmaceutical,Established
308,1/2/2012,Grocery,Established
309,1/2/2012,Grocery,Established
313,1/2/2012,Grocery,Established
316,1/2/2012,Grocery,Established
317,1/2/2012,Grocery,Established
318,1/2/2012,Grocery,Established
320,1/2/2012,Grocery,Established
321,1/2/2012,Grocery,Established
322,1/2/2012,Bakery,Local
325,1/3/2012,Grocery,Local
326,1/3/2012,Pharmaceutical,Established
328,1/3/2012,Grocery,Established
329,1/3/2012,Pharmaceutical,Established
330,1/3/2012,Grocery,Local
331,1/3/2012,Bakery,Local
332,1/3/2012,Grocery,Local
335,1/3/2012,Grocery,Established
336,1/3/2012,Grocery,Established
337,1/3/2012,Bakery,Local
342,1/3/2012,Bakery,Local
343,1/3/2012,Pharmaceutical,Established
345,1/3/2012,Grocery,Established
346,1/3/2012,Grocery,Local
347,1/3/2012,Pharmaceutical,Established
351,1/3/2012,Grocery,Local
352,1/3/2012,Grocery,Established
353,1/3/2012,Grocery,Established
355,1/3/2012,Grocery,Established
356,1/3/2012,Grocery,Established
357,1/3/2012,Grocery,Local
359,1/3/2012,Grocery,Local
360,1/3/2012,Grocery,Established
361,1/3/2012,Grocery,Local
362,1/3/2012,Grocery,Local
363,1/3/2012,Pharmaceutical,Established
365,1/3/2012,Grocery,Established
366,1/3/2012,Grocery,Established
367,1/3/2012,Pharmaceutical,Established
368,1/3/2012,Grocery,Established
369,1/3/2012,Grocery,Local
370,1/3/2012,Grocery,Local
371,1/3/2012,Grocery,Local
372,1/3/2012,Grocery,Local
374,1/3/2012,Grocery,Established
378,1/4/2012,Grocery,Local
380,1/4/2012,Grocery,Local
383,1/4/2012,Grocery,Local
384,1/4/2012,Grocery,Local
385,1/4/2012,Skin & Hair Care,Established
386,1/4/2012,Pharmaceutical,Local
387,1/4/2012,Grocery,Local
389,1/4/2012,Grocery,Local
391,1/4/2012,Grocery,Established
392,1/4/2012,Skin & Hair Care,Local
393,1/4/2012,Pharmaceutical,Established
395,1/4/2012,Bakery,Local
397,1/4/2012,Bakery,Local
398,1/4/2012,Grocery,Local
400,1/4/2012,Grocery,Established
401,1/4/2012,Grocery,Local
403,1/4/2012,Grocery,Established
404,1/4/2012,Grocery,Established
406,1/4/2012,Grocery,Local
407,1/4/2012,Grocery,Local
410,1/4/2012,Grocery,Local
411,1/4/2012,Pharmaceutical,Established
412,1/4/2012,Grocery,Local
413,1/4/2012,Grocery,Established
417,1/4/2012,Grocery,Established
418,1/4/2012,Grocery,Local
419,1/4/2012,Grocery,Established
420,1/4/2012,Grocery,Local
421,1/4/2012,Grocery,Established
423,1/4/2012,Grocery,Local
424,1/4/2012,Grocery,Local
425,1/4/2012,Grocery,Local
428,1/4/2012,Grocery,Established
430,1/4/2012,Pharmaceutical,Established
435,1/4/2012,Grocery,Established
438,1/4/2012,Pharmaceutical,Local
440,1/4/2012,Grocery,Established
441,1/4/2012,Grocery,Established
445,1/4/2012,Grocery,Established
446,1/4/2012,Grocery,Established
447,1/4/2012,Packaged Meat,Established
449,1/4/2012,Grocery,Established
450,1/4/2012,Grocery,Local
452,1/4/2012,Grocery,Local
454,1/4/2012,Grocery,Local
455,1/4/2012,Grocery,Local
456,1/4/2012,Grocery,Established
457,1/4/2012,Pharmaceutical,Local
461,1/4/2012,Grocery,Established
463,1/4/2012,Grocery,Local
465,1/4/2012,Packaged Meat,Established
468,1/4/2012,Grocery,Established
469,1/4/2012,Packaged Meat,Established
470,1/4/2012,Grocery,Established
472,1/4/2012,Pharmaceutical,Established
473,1/4/2012,"Dairy, Juices & Snacks",Established
474,1/4/2012,Pharmaceutical,Local
475,1/4/2012,Grocery,Established
478,1/4/2012,Pharmaceutical,Established
479,1/4/2012,Grocery,Established
483,1/4/2012,Grocery,Established
484,1/4/2012,Grocery,Established
485,1/4/2012,Grocery,Local
486,1/4/2012,Grocery,Established
487,1/4/2012,Grocery,Local
488,1/4/2012,Pharmaceutical,Local
491,1/4/2012,Grocery,Local
492,1/4/2012,Pharmaceutical,Local
494,1/4/2012,Grocery,Established
495,1/4/2012,Grocery,Established
496,1/4/2012,Packaged Meat,Established
497,1/4/2012,Grocery,Established
499,1/4/2012,Grocery,Established
502,1/4/2012,Pharmaceutical,Established
503,1/4/2012,Pharmaceutical,Local
504,1/4/2012,Grocery,Local
505,1/4/2012,Grocery,Established
506,1/4/2012,Grocery,Established
507,1/4/2012,Grocery,Local
508,1/4/2012,Pharmaceutical,Established
515,1/4/2012,Pharmaceutical,Local
516,1/4/2012,Pharmaceutical,Established
517,1/4/2012,Grocery,Local
518,1/4/2012,Grocery,Established
519,1/4/2012,Grocery,Local
521,1/4/2012,Grocery,Local
523,1/4/2012,Pharmaceutical,Local
525,1/4/2012,Pharmaceutical,Local
526,1/4/2012,Grocery,Local
528,1/4/2012,Grocery,Local
529,1/4/2012,Grocery,Established
530,1/4/2012,Bakery,Established
531,1/4/2012,Grocery,Established
532,1/4/2012,Grocery,Local
533,1/4/2012,Grocery,Established
534,1/4/2012,Grocery,Local
535,1/4/2012,Grocery,Established
536,1/4/2012,Grocery,Established
538,1/4/2012,Pharmaceutical,Local
539,1/4/2012,Grocery,Established
541,1/4/2012,Grocery,Local
543,1/4/2012,Grocery,Local
545,1/4/2012,Grocery,Local
546,1/4/2012,Pharmaceutical,Established
548,1/4/2012,Grocery,Established
549,1/4/2012,"Dairy, Juices & Snacks",Established
554,1/4/2012,Packaged Meat,Established
555,1/4/2012,Grocery,Local
557,1/4/2012,Grocery,Established
558,1/4/2012,Grocery,Local
560,1/4/2012,Pharmaceutical,Established
561,1/4/2012,Grocery,Local
563,1/4/2012,Grocery,Established
564,1/4/2012,Grocery,Local
566,1/4/2012,Pharmaceutical,Local
567,1/4/2012,Pharmaceutical,Local
569,1/4/2012,Grocery,Local
570,1/4/2012,Pharmaceutical,Local
571,1/4/2012,Grocery,Established
572,1/4/2012,Grocery,Local
575,1/4/2012,Grocery,Established
576,1/4/2012,Grocery,Local
577,1/4/2012,Pharmaceutical,Established
579,1/4/2012,Grocery,Established
584,1/4/2012,Grocery,Local
589,1/4/2012,Pharmaceutical,Local
590,1/4/2012,Grocery,Local
591,1/4/2012,Pharmaceutical,Established
592,1/4/2012,Grocery,Local
594,1/4/2012,Packaged Meat,Established
596,1/4/2012,Packaged Meat,Established
598,1/4/2012,Grocery,Local
599,1/4/2012,Grocery,Local
601,1/4/2012,Grocery,Established
603,1/4/2012,Grocery,Local
607,1/4/2012,Grocery,Local
609,1/4/2012,Grocery,Local
612,1/4/2012,Grocery,Established
613,1/4/2012,Grocery,Established
615,1/4/2012,Grocery,Local
617,1/4/2012,Grocery,Local
618,1/4/2012,Grocery,Local
620,1/4/2012,Grocery,Local
621,1/4/2012,Grocery,Local
623,1/4/2012,Pharmaceutical,Local
626,1/4/2012,Grocery,Established
628,1/4/2012,Grocery,Local
634,1/4/2012,Grocery,Local
635,1/4/2012,Pharmaceutical,Local
638,1/4/2012,Grocery,Local
639,1/4/2012,Grocery,Established
640,1/4/2012,Grocery,Local
641,1/4/2012,Grocery,Local
642,1/4/2012,Pharmaceutical,Established
643,1/4/2012,Grocery,Local
644,1/4/2012,Grocery,Local
646,1/4/2012,Grocery,Established
647,1/4/2012,Bakery,Local
648,1/4/2012,Grocery,Established
649,1/4/2012,Grocery,Local
650,1/4/2012,Pharmaceutical,Local
651,1/4/2012,Grocery,Established
654,1/4/2012,Grocery,Local
656,1/4/2012,Pharmaceutical,Established
657,1/4/2012,Grocery,Established
659,1/4/2012,Grocery,Local
660,1/4/2012,Pharmaceutical,Local
661,1/4/2012,Grocery,Local
662,1/4/2012,Pharmaceutical,Established
664,1/4/2012,Grocery,Local
665,1/4/2012,Grocery,Local
666,1/4/2012,Grocery,Local
667,1/4/2012,Grocery,Local
671,1/4/2012,Grocery,Established
672,1/4/2012,Grocery,Local
673,1/4/2012,Grocery,Established
677,1/4/2012,Pharmaceutical,Established
678,1/4/2012,Grocery,Local
680,1/4/2012,Grocery,Local
681,1/4/2012,Grocery,Local
682,1/4/2012,Grocery,Local
683,1/4/2012,Grocery,Local
684,1/4/2012,Grocery,Established
686,1/4/2012,Grocery,Local
687,1/4/2012,Pharmaceutical,Established
689,1/4/2012,Grocery,Local
693,1/4/2012,Grocery,Local
694,1/4/2012,Grocery,Established
695,1/4/2012,Grocery,Established
698,1/4/2012,Grocery,Established
699,1/4/2012,Grocery,Established
701,1/4/2012,Grocery,Local
704,1/4/2012,Grocery,Local
705,1/4/2012,Grocery,Local
706,1/4/2012,Grocery,Local
708,1/4/2012,Grocery,Local
710,1/4/2012,Packaged Meat,Established
711,1/4/2012,Grocery,Local
712,1/4/2012,Grocery,Local
714,1/4/2012,Pharmaceutical,Established
715,1/4/2012,Grocery,Local
718,1/4/2012,Grocery,Local
719,1/4/2012,Pharmaceutical,Local
721,1/4/2012,Grocery,Local
722,1/4/2012,Grocery,Local
723,1/4/2012,Grocery,Local
724,1/4/2012,Grocery,Local
731,1/4/2012,Grocery,Established
732,1/4/2012,Grocery,Established
733,1/4/2012,Grocery,Local
735,1/4/2012,Grocery,Local
736,1/4/2012,Grocery,Local
740,1/4/2012,Grocery,Local
741,1/4/2012,Grocery,Local
742,1/4/2012,Grocery,Local
743,1/4/2012,Grocery,Local
746,1/4/2012,Grocery,Local
748,1/4/2012,Grocery,Local
750,1/4/2012,Grocery,Local
751,1/4/2012,Grocery,Local
754,1/4/2012,Grocery,Local
759,1/4/2012,Grocery,Local
760,1/4/2012,Grocery,Established
762,1/4/2012,Grocery,Local
764,1/4/2012,Grocery,Local
765,1/4/2012,Grocery,Local
767,1/4/2012,Grocery,Local
769,1/4/2012,Grocery,Local
771,1/4/2012,Grocery,Local
773,1/4/2012,Grocery,Local
774,1/4/2012,Grocery,Local
775,1/4/2012,Grocery,Local
776,1/4/2012,Grocery,Local
777,1/4/2012,Grocery,Local
778,1/4/2012,Grocery,Local
779,1/4/2012,Grocery,Local
780,1/4/2012,Grocery,Local
782,1/4/2012,Grocery,Local
784,1/4/2012,Grocery,Local
785,1/4/2012,Grocery,Local
787,1/4/2012,Grocery,Local
789,1/4/2012,Grocery,Local
792,1/4/2012,Grocery,Established
794,1/4/2012,Grocery,Local
795,1/4/2012,Grocery,Local
796,1/4/2012,Grocery,Local
799,1/4/2012,Grocery,Local
800,1/4/2012,Grocery,Established
803,1/4/2012,Grocery,Local
806,1/4/2012,Grocery,Local
809,1/4/2012,Pharmaceutical,Established
810,1/4/2012,Pharmaceutical,Established
812,1/4/2012,Grocery,Local
813,1/4/2012,Pharmaceutical,Local
814,1/4/2012,Grocery,Local
815,1/4/2012,Grocery,Local
816,1/4/2012,Grocery,Local
817,1/4/2012,Grocery,Local
819,1/4/2012,Pharmaceutical,Established
820,1/4/2012,Grocery,Local
821,1/4/2012,Pharmaceutical,Local
823,1/4/2012,Grocery,Local
824,1/4/2012,Grocery,Established
825,1/4/2012,Grocery,Local
826,1/4/2012,Grocery,Local
829,1/4/2012,Natural Products,Established
830,1/4/2012,Grocery,Local
831,1/4/2012,Pharmaceutical,Local
832,1/4/2012,Grocery,Local
833,1/4/2012,Grocery,Local
835,1/4/2012,Grocery,Local
836,1/4/2012,Grocery,Local
838,1/4/2012,Grocery,Local
840,1/4/2012,Bakery,Local
841,1/4/2012,Grocery,Local
842,1/4/2012,Grocery,Local
843,1/4/2012,Grocery,Local
846,1/4/2012,Grocery,Local
847,1/4/2012,Grocery,Local
848,1/4/2012,Grocery,Established
850,1/4/2012,Grocery,Established
851,1/4/2012,Grocery,Local
852,1/4/2012,Grocery,Local
853,1/4/2012,Grocery,Local
854,1/4/2012,Grocery,Local
855,1/3/2012,Grocery,Local
856,1/3/2012,Grocery,Local
857,1/3/2012,Grocery,Local
858,1/3/2012,Grocery,Local
859,1/3/2012,Grocery,Local
860,1/3/2012,Grocery,Local
861,1/3/2012,Grocery,Local
862,1/3/2012,Grocery,Local
863,1/3/2012,Grocery,Local
867,1/3/2012,Grocery,Established
868,1/3/2012,"Dairy, Juices & Snacks",Established
869,1/4/2012,Grocery,Established
870,1/4/2012,Seafood,Local
872,1/4/2012,Grocery,Established
873,1/4/2012,Packaged Meat,Local
874,1/4/2012,Grocery,Local
875,1/4/2012,Grocery,Local
878,1/5/2012,Pharmaceutical,Local
879,1/5/2012,Grocery,Established
880,1/5/2012,Grocery,Local
881,1/5/2012,Grocery,Established
882,1/5/2012,Grocery,Local
883,1/5/2012,Grocery,Local
884,1/5/2012,Grocery,Local
885,1/5/2012,Grocery,Local
886,1/5/2012,Grocery,Local
888,1/5/2012,Grocery,Local
892,1/5/2012,Grocery,Local
893,1/5/2012,Grocery,Local
894,1/5/2012,Grocery,Local
897,1/5/2012,Grocery,Local
899,1/5/2012,Grocery,Established
901,1/5/2012,Grocery,Local
902,1/5/2012,Grocery,Local
904,1/5/2012,Grocery,Local
906,1/5/2012,Grocery,Local
907,1/5/2012,Grocery,Local
909,1/5/2012,Grocery,Established
910,1/5/2012,Grocery,Local
911,1/5/2012,Grocery,Established
912,1/5/2012,Grocery,Local
913,1/5/2012,Grocery,Established
915,1/5/2012,Grocery,Established
916,1/5/2012,Grocery,Local
922,1/5/2012,Grocery,Local
923,1/5/2012,Grocery,Local
924,1/5/2012,Grocery,Local
925,1/5/2012,Grocery,Established
930,1/5/2012,Grocery,Local
932,1/5/2012,Grocery,Local
933,1/5/2012,Grocery,Local
935,1/5/2012,Grocery,Local
936,1/5/2012,Grocery,Local
940,1/5/2012,Grocery,Local
942,1/5/2012,Grocery,Established
944,1/5/2012,Grocery,Local
945,1/5/2012,Grocery,Local
946,1/5/2012,Grocery,Local
948,1/5/2012,Grocery,Established
949,1/5/2012,Grocery,Local
951,1/5/2012,Grocery,Established
953,1/5/2012,Pharmaceutical,Local
955,1/5/2012,Grocery,Established
956,1/5/2012,Grocery,Established
957,1/5/2012,Grocery,Local
959,1/5/2012,Grocery,Established
962,1/5/2012,Grocery,Local
963,1/5/2012,Grocery,Local
965,1/5/2012,Grocery,Established
966,1/5/2012,Grocery,Established
967,1/5/2012,Grocery,Established
968,1/5/2012,Grocery,Local
969,1/5/2012,Pharmaceutical,Local
970,1/5/2012,Grocery,Local
973,1/5/2012,Grocery,Local
974,1/5/2012,Grocery,Local
975,1/5/2012,Grocery,Local
977,1/5/2012,Grocery,Established
978,1/5/2012,Grocery,Local
979,1/5/2012,Grocery,Local
981,1/5/2012,Pharmaceutical,Established
982,1/5/2012,Grocery,Established
983,1/5/2012,Grocery,Local
985,1/5/2012,Grocery,Local
987,1/5/2012,Grocery,Local
988,1/5/2012,Grocery,Local
990,1/5/2012,Grocery,Local
991,1/5/2012,Grocery,Local
993,1/5/2012,Grocery,Established
994,1/5/2012,Grocery,Established
996,1/5/2012,Grocery,Local
998,1/5/2012,Grocery,Established
999,1/5/2012,Grocery,Local
1001,1/4/2012,Grocery,Local
1002,1/4/2012,Grocery,Local
1003,1/4/2012,Grocery,Local
1004,1/5/2012,Grocery,Local
1007,1/5/2012,Grocery,Local
1008,1/5/2012,Grocery,Local
1009,1/5/2012,Grocery,Local
1010,1/5/2012,Grocery,Local
1011,1/5/2012,Grocery,Local
1012,1/5/2012,Grocery,Local
1013,1/5/2012,Grocery,Local
1016,1/5/2012,Grocery,Local
1017,1/5/2012,Grocery,Established
1018,1/5/2012,Grocery,Local
1019,1/5/2012,Grocery,Local
1020,1/5/2012,Grocery,Local
1024,1/5/2012,Grocery,Local
1026,1/5/2012,Grocery,Established
1030,1/5/2012,Grocery,Local
1031,1/5/2012,Natural Products,Established
1032,1/5/2012,Pharmaceutical,Local
1035,1/5/2012,Grocery,Local
1036,1/5/2012,Natural Products,Established
1038,1/5/2012,Grocery,Local
1039,1/5/2012,Grocery,Local
1041,1/5/2012,Natural Products,Established
1042,1/5/2012,Meat,Established
1043,1/5/2012,Grocery,Local
1046,1/5/2012,Packaged Meat,Established
1047,1/5/2012,Grocery,Established
1048,1/5/2012,Grocery,Established
1050,1/5/2012,Grocery,Local
1052,1/5/2012,Grocery,Local
1059,1/5/2012,Grocery,Local
1062,1/5/2012,Grocery,Local
1063,1/5/2012,Prepared Food,Local
1064,1/5/2012,Grocery,Established
1065,1/5/2012,Grocery,Local
1066,1/5/2012,Grocery,Established
1068,1/5/2012,Natural Products,Established
1070,1/5/2012,Grocery,Local
1071,1/5/2012,Grocery,Local
1072,1/5/2012,Grocery,Local
1074,1/5/2012,Grocery,Established
1076,1/5/2012,Grocery,Established
1077,1/5/2012,Grocery,Local
1078,1/5/2012,Grocery,Local
1079,1/5/2012,Packaged Meat,Established
1082,1/5/2012,Grocery,Local
1083,1/5/2012,Grocery,Established
1084,1/5/2012,Grocery,Local
1085,1/5/2012,Grocery,Established
1086,1/5/2012,Grocery,Local
1088,1/5/2012,Grocery,Local
1089,1/5/2012,Natural Products,Established
1091,1/5/2012,Grocery,Established
1093,1/5/2012,Grocery,Local
1094,1/5/2012,Grocery,Local
1095,1/5/2012,Pharmaceutical,Local
1096,1/5/2012,Grocery,Local
1097,1/5/2012,Grocery,Local
1098,1/5/2012,Skin & Hair Care,Local
1100,1/5/2012,Grocery,Established
1102,1/5/2012,Pharmaceutical,Local
1103,1/5/2012,Natural Products,Established
1104,1/5/2012,Grocery,Local
1106,1/5/2012,Packaged Meat,Local
1108,1/5/2012,Grocery,Local
1109,1/5/2012,Grocery,Local
1110,1/5/2012,Grocery,Established
1112,1/5/2012,Grocery,Local
1115,1/5/2012,Pharmaceutical,Local
1116,1/5/2012,Grocery,Local
1119,1/5/2012,Grocery,Established
1121,1/5/2012,Grocery,Established
1122,1/5/2012,Grocery,Established
1123,1/5/2012,Grocery,Local
1126,1/5/2012,Grocery,Local
1127,1/5/2012,Natural Products,Local
1128,1/5/2012,Grocery,Local
1129,1/5/2012,Grocery,Established
1130,1/5/2012,Grocery,Local
1131,1/5/2012,Grocery,Established
1132,1/5/2012,Grocery,Established
1134,1/5/2012,Grocery,Local
1135,1/5/2012,Natural Products,Established
1136,1/5/2012,Grocery,Local
1138,1/5/2012,Grocery,Local
1139,1/5/2012,Grocery,Established
1140,1/5/2012,Grocery,Local
1141,1/5/2012,Grocery,Local
1142,1/5/2012,Grocery,Established
1144,1/5/2012,Grocery,Local
1145,1/5/2012,Grocery,Local
1147,1/5/2012,Grocery,Local
1150,1/5/2012,Grocery,Local
1151,1/5/2012,Grocery,Established
1154,1/5/2012,Grocery,Local
1156,1/5/2012,Grocery,Local
1159,1/5/2012,Grocery,Local
1160,1/5/2012,Grocery,Local
1163,1/5/2012,Grocery,Established
1164,1/5/2012,Grocery,Established
1165,1/5/2012,Grocery,Established
1167,1/5/2012,Packaged Meat,Established
1168,1/5/2012,Grocery,Established
1169,1/5/2012,Grocery,Local
1170,1/5/2012,Natural Products,Established
1172,1/5/2012,Natural Products,Established
1173,1/5/2012,Grocery,Established
1174,1/5/2012,Grocery,Established
1176,1/5/2012,Grocery,Established
1177,1/5/2012,Grocery,Local
1178,1/5/2012,Grocery,Established
1180,1/5/2012,Natural Products,Established
1181,1/5/2012,Grocery,Established
1188,1/5/2012,Pharmaceutical,Established
1189,1/5/2012,Pharmaceutical,Established
1190,1/5/2012,Grocery,Established
1191,1/5/2012,Grocery,Established
1195,1/5/2012,Pharmaceutical,Established
1196,1/5/2012,Grocery,Local
1200,1/5/2012,Packaged Meat,Established
1201,1/5/2012,Grocery,Local
1202,1/5/2012,"Dairy, Juices & Snacks",Local
1203,1/5/2012,Grocery,Local
1206,1/5/2012,Pharmaceutical,Established
1207,1/5/2012,Grocery,Local
1211,1/5/2012,Grocery,Established
1213,1/5/2012,Pharmaceutical,Established
1214,1/5/2012,Pharmaceutical,Established
1218,1/5/2012,Grocery,Established
1220,1/5/2012,Packaged Meat,Local
1221,1/5/2012,Seafood,Local
1222,1/5/2012,Grocery,Established
1225,1/5/2012,Natural Products,Established
1227,1/5/2012,Natural Products,Established
1228,1/5/2012,Grocery,Local
1229,1/5/2012,Packaged Meat,Local
1230,1/5/2012,Grocery,Established
1231,1/5/2012,Packaged Meat,Established
1232,1/5/2012,Natural Products,Established
1235,1/5/2012,Prepared Food,Established
1236,1/5/2012,Meat,Established
1238,1/5/2012,Grocery,Established
1240,1/5/2012,Grocery,Established
1242,1/5/2012,Pharmaceutical,Local
1243,1/5/2012,Grocery,Local
1244,1/5/2012,Grocery,Local
1245,1/5/2012,Grocery,Established
1249,1/5/2012,Grocery,Established
1250,1/5/2012,Grocery,Established
1252,1/5/2012,Grocery,Established
1253,1/5/2012,Packaged Meat,Established
1254,1/5/2012,Grocery,Established
1255,1/5/2012,Grocery,Established
1256,1/5/2012,Grocery,Local
1257,1/5/2012,Grocery,Local
1258,1/5/2012,Grocery,Local
1259,1/5/2012,Grocery,Local
1260,1/5/2012,Natural Products,Established
1262,1/5/2012,Grocery,Local
1265,1/5/2012,Pharmaceutical,Established
1266,1/5/2012,Grocery,Local
1272,1/5/2012,Bakery,Established
1274,1/5/2012,Pharmaceutical,Established
1275,1/5/2012,Grocery,Established
1279,1/5/2012,Pharmaceutical,Established
1281,1/5/2012,Grocery,Established
1286,1/5/2012,Grocery,Established
1287,1/5/2012,Natural Products,Established
1288,1/5/2012,Grocery,Established
