id	campaign_id	customer_id	redemption_status
667	11	790	0
671	11	1481	0
672	9	760	0
673	10	1281	0
677	8	243	0
678	8	1064	0
680	13	289	0
681	13	1507	0
682	8	1412	0
683	13	586	0
684	26	1029	0
686	8	1073	0
687	8	1514	0
689	11	724	0
693	8	384	0
694	13	1015	0
695	13	1506	0
698	8	290	0
699	5	1194	0
701	13	1004	0
704	8	175	0
705	29	96	0
706	8	1305	0
708	13	1073	0
710	26	1528	0
711	30	365	0
712	13	38	0
714	9	6	0
715	29	1167	0
718	8	815	0
719	29	152	0
721	29	207	0
722	8	1436	0
723	13	572	0
724	8	1434	0
731	30	273	0
732	30	1106	0
733	6	1101	0
735	13	748	0
736	3	444	0
740	8	276	0
741	8	528	0
742	8	1112	0
743	8	42	0
746	13	15	0
748	30	910	0
750	30	1140	0
751	4	41	0
754	12	528	0
759	13	277	0
760	4	807	0
762	13	850	0
764	26	1405	0
765	13	964	0
767	13	823	0
769	13	209	0
771	30	90	0
773	26	510	0
774	30	650	0
775	13	161	0
776	8	938	0
777	8	514	0
778	13	310	0
779	29	102	0
780	13	1488	0
782	8	289	0
784	26	1469	0
785	26	989	0
787	13	732	0
789	8	353	0
792	30	1320	0
794	12	789	0
795	9	74	0
796	8	74	0
799	8	1536	0
800	29	1445	0
803	13	854	0
806	13	159	0
809	8	25	0
810	12	132	0
812	9	570	0
813	10	1463	0
814	30	1383	0
815	13	331	0
816	11	183	0
817	13	1168	0
819	11	392	0
820	28	1387	0
821	13	257	0
823	9	1147	0
824	13	89	0
825	26	1332	0
826	11	195	0
829	13	787	0
830	26	261	0
831	26	648	0
832	29	19	0
833	8	1388	0
835	13	1481	0
836	26	225	0
838	13	649	0
840	13	1335	0
841	8	143	0
842	29	1045	0
843	13	142	0
846	10	957	0
847	8	892	0
848	13	314	0
850	13	1122	0
851	13	316	0
852	30	1576	0
853	8	582	0
854	8	1026	0
855	8	603	0
856	13	535	0
857	13	1419	0
858	8	58	0
859	13	27	0
860	13	1343	0
861	13	899	0
862	8	574	0
863	8	1259	0
867	9	1386	0
868	30	1259	0
869	30	569	0
870	13	1520	0
872	8	520	0
873	2	1241	0
874	29	1324	0
875	26	823	0
878	30	1472	0
879	13	545	0
880	8	338	0
881	13	749	0
882	8	355	0
883	12	283	0
884	11	1352	0
885	13	988	0
886	9	495	0
888	8	1357	0
892	29	570	0
893	13	1263	0
894	12	424	0
897	13	7	0
899	5	1415	0
901	8	236	0
902	11	240	0
904	8	307	0
906	8	910	0
907	8	118	0
909	13	871	0
910	13	103	0
911	13	464	0
912	30	946	0
913	13	1371	0
915	8	484	0
916	30	1542	0
922	26	1402	0
923	13	968	0
924	13	520	0
925	7	1124	0
930	13	1458	0
932	8	1331	0
933	13	205	0
935	29	960	0
936	8	460	0
940	13	831	0
942	8	993	0
944	8	691	0
945	5	557	0
946	13	1091	0
948	13	971	0
949	13	1582	0
951	12	394	0
953	8	1178	0
955	7	665	0
956	8	1404	0
957	30	1310	0
959	29	863	0
962	8	346	0
963	13	413	0
965	8	7	0
966	30	1106	0
967	8	1581	0
968	13	635	0
969	13	356	0
970	13	463	0
973	26	984	0
974	8	257	0
975	13	1300	0
977	8	692	0
978	26	1429	0
979	29	1467	0
981	26	151	0
982	13	197	0
983	13	379	0
985	13	435	0
987	8	1271	0
988	8	1003	0
990	5	1334	0
991	8	969	0
993	8	1579	0
994	26	1575	0
996	8	122	0
998	13	1457	1
999	13	676	0
1001	26	758	0
1002	13	337	0
1003	8	1387	0
1004	8	611	0
1007	8	830	0
1008	12	1166	0
1009	8	274	0
1010	8	1043	0
1011	13	74	0
1012	30	340	0
1013	12	416	0
1016	26	358	0
1017	13	969	0
1018	7	1477	0
1019	8	1199	0
1020	13	1060	0
1024	13	161	0
1026	13	1465	0
1030	5	1073	0
1031	13	1347	0
1032	13	440	0
1035	30	795	0
1036	26	1125	0
1038	29	1162	0
1039	8	791	0
1041	11	565	0
1042	8	304	0
1043	12	939	0
1046	8	1447	0
1047	8	1204	0
1048	13	915	0
1050	9	877	0
1052	13	98	0
1059	8	79	0
1062	30	641	0
1063	13	1193	0
1064	11	776	0
1065	8	1408	0
1066	9	760	0
1068	13	665	0
1070	26	1320	0
1071	13	930	0
1072	30	317	0
1074	8	1238	0
1076	8	691	0
1077	8	516	0
1078	13	993	0
1079	10	844	0
1082	8	283	0
1083	13	967	0
1084	9	868	0
1085	2	375	0
1086	26	834	0
1088	30	151	0
1089	13	34	0
1091	8	163	0
1093	8	703	0
1094	26	506	0
1095	28	583	0
1096	7	316	0
1097	13	586	0
1098	8	741	0
1100	8	1475	0
1102	8	1069	0
1103	30	641	0
1104	26	402	0
1106	28	1547	0
1108	30	523	0
1109	29	1432	0
1110	6	1192	1
1112	29	181	0
1115	13	872	0
1116	13	590	0
1119	26	1363	0
1121	11	1451	0
1122	13	733	0
1123	13	393	0
1126	8	974	0
1127	4	185	0
1128	29	1165	0
1129	8	848	0
1130	9	119	0
1131	13	1255	0
1132	8	865	0
1134	13	8	0
1135	13	835	0
1136	30	1564	0
1138	30	263	0
1139	13	1136	1
1140	30	502	0
1141	8	195	0
1142	29	1384	0
1144	8	1375	0
1145	9	15	0
1147	8	1382	0
1150	28	590	0
1151	13	1011	0
1154	8	1046	0
1156	2	679	0
1159	30	619	0
1160	9	1412	0
1163	13	441	0
1164	13	833	0
1165	26	849	0
1167	3	1457	0
1168	3	67	0
1169	29	1329	0
1170	8	1064	0
1172	29	1162	0
1173	5	1064	0
1174	29	189	0
1176	5	823	0
1177	30	823	0
1178	5	565	0
1180	29	386	0
1181	30	11	0
1188	13	864	0
1189	13	1103	0
1190	30	175	0
1191	26	1397	0
1195	13	878	0
1196	13	703	0
1200	30	153	0
1201	12	1388	0
1202	8	376	0
1203	8	758	0
1206	8	1451	0
1207	7	1065	0
1211	13	1532	0
1213	13	332	0
1214	8	1077	0
1218	30	449	0
1220	13	1472	0
1221	8	243	0
1222	8	409	0
1225	8	1551	0
1227	13	653	0
1228	1	344	0
1229	11	750	0
1230	8	1390	0
1231	13	570	0
1232	8	1411	0
1235	29	7	0
1236	4	538	0
1238	9	24	0
1240	8	485	0
1242	13	298	0
1243	13	64	0
1244	8	46	0
1245	13	1295	0
1249	13	926	0
1250	28	1387	0
1252	9	1318	0
1253	26	1547	0
1254	29	1329	0
1255	30	833	0
1256	13	810	0
1257	26	455	0
1258	9	647	0
1259	8	347	0
1260	12	649	0
1262	13	1333	0
1265	8	1512	0
1266	8	935	0
1272	13	807	0
1274	8	504	0
1275	29	786	0
1279	26	1287	0
1281	8	807	0
1286	29	659	0
1287	4	1232	0
1288	5	567	0
1290	13	107	0
1291	26	1210	0
1292	11	183	0
1293	8	1378	0
1294	29	911	0
1296	8	143	0
1297	26	619	0
1299	8	658	0
1302	8	21	0
1303	8	28	0
1304	13	725	0
1305	8	266	0
1307	8	1209	0
1308	30	141	0
1309	13	1344	0
1310	13	5	0
1311	12	554	0
1312	8	1124	0
1313	29	413	0
1316	8	391	0
1319	8	1169	0
1324	12	452	0
1330	8	989	0
1331	13	616	0
1333	26	578	0
1334	10	1372	0
1335	28	787	0
1336	8	888	0
1339	9	369	0
1340	8	956	0
1341	13	1158	0
1342	7	1438	0
1345	13	66	0
1346	12	1298	0
1347	8	1087	0
1348	29	386	0
1351	8	579	0
1352	13	1377	0
1356	29	184	0
1357	8	288	0
1358	3	67	0
1360	8	1049	0
1361	4	209	0
1362	8	602	0
1363	13	279	0
1364	13	1190	0
1365	29	569	0
1368	10	729	0
1370	8	1008	0
1371	5	866	0
1372	8	1259	0
1374	13	1059	0
1375	29	386	0
1376	13	23	0
1379	8	206	0
1380	13	1465	0
1383	4	1549	0
1388	8	1371	0
1389	11	1160	0
1391	13	749	0
1393	5	7	0
1395	8	573	0
1396	8	1450	0
1397	9	1417	0
1398	7	478	0
1399	13	1491	0
1402	29	81	0
1403	8	210	0
1404	13	1069	0
1405	29	874	0
1406	27	1192	0
1407	26	1396	0
1408	28	189	0
1409	11	832	0
1412	7	1146	0
1415	13	166	0
1416	8	450	0
1418	8	498	0
1419	30	310	0
1420	13	1533	0
1421	13	33	0
1422	4	1040	0
1424	7	772	0
1425	9	661	0
1426	9	1520	0
1429	30	202	0
1433	13	1175	0
1434	29	865	0
1435	8	697	0
1436	11	832	0
1437	30	412	0
1438	8	483	0
1439	8	529	0
1442	29	855	0
1443	13	279	0
1444	8	1300	0
1445	8	683	0
1446	30	1347	0
1447	11	377	0
1448	9	1505	0
1449	30	1258	0
1451	13	1319	1
1452	13	321	0
1453	13	929	0
1455	8	694	0
1456	8	1280	0
1461	7	1531	0
1463	8	84	0
1464	10	73	0
1465	8	84	0
1466	11	694	0
1467	26	234	0
1471	13	978	0
1473	8	1223	0
1474	8	841	0
1477	4	957	0
1478	8	1085	0
1479	8	544	0
1480	8	1551	0
1481	8	386	0
1483	8	198	0
1484	2	233	0
1485	13	1054	0
1486	8	176	0
1488	8	995	0
1490	26	964	0
1491	7	1147	0
1493	13	996	0
1498	13	724	0
1500	9	455	0
1501	13	686	0
1502	26	642	0
1503	8	1312	0
1504	30	378	0
1505	13	1558	0
1506	26	958	0
1508	9	665	0
1509	13	428	0
1510	8	1516	0
1512	8	587	0
1513	5	1046	0
1514	13	820	0
1515	13	401	0
1516	13	1035	0
1522	8	1003	0
1524	30	1436	0
1525	9	15	0
1526	13	1133	0
1529	13	752	0
1530	26	131	0
1532	8	186	0
1533	8	1373	0
1537	8	363	0
1538	8	743	0
1542	8	248	0
1544	7	609	0
1547	30	321	0
1548	5	688	0
1549	13	1339	0
1550	11	301	0
1553	8	171	0
1554	8	1185	0
1558	13	550	0
1559	13	988	0
1561	10	987	0
1562	11	1259	0
1563	8	1537	0
1564	30	283	0
1565	8	277	0
1567	13	478	0
1568	30	1351	0
1569	30	1041	0
1570	26	1544	0
1571	7	609	0
1573	8	405	0
1578	13	324	0
1579	26	46	0
1580	13	1193	0
1582	30	895	0
1583	11	1434	0
1584	8	1358	0
1585	8	1565	0
1588	8	1538	0
1591	8	757	0
1593	26	1157	0
1594	8	510	0
1596	30	58	0
1597	13	174	0
1598	13	862	0
1599	11	189	0
1601	8	1330	0
1603	11	47	0
1604	11	1115	0
1605	26	1298	0
1606	13	1124	0
1607	8	342	0
1608	8	19	0
1609	26	524	0
1615	8	87	0
1616	26	1226	0
1617	29	184	0
1619	11	724	0
1621	26	93	0
1623	30	1387	0
1624	13	1208	0
1625	8	1290	0
1626	26	1418	0
1628	8	1550	0
1629	13	87	0
1630	13	843	0
1631	8	327	0
1635	13	249	0
1637	5	1182	0
1638	7	299	0
1639	26	99	0
1640	10	828	0
1641	8	1582	1
1644	8	1131	0
1646	29	863	0
1647	30	37	0
1648	11	1134	0
1649	13	1460	0
1650	13	740	0
1653	13	1091	0
1655	13	1216	0
1656	13	829	0
1657	8	808	0
1658	4	416	0
1660	13	1033	0
1661	8	151	0
1663	13	515	0
1664	13	240	0
1668	8	1027	0
1669	8	1418	0
1670	12	467	0
1671	13	778	0
1672	7	222	0
1675	8	78	0
1676	8	62	0
1678	13	937	0
1680	8	8	0
1681	26	310	0
1682	13	394	0
1683	12	1555	0
1684	30	225	0
1685	13	729	0
1688	13	50	0
1690	30	1274	0
1692	8	1141	0
1693	10	621	0
1694	13	541	0
1695	8	791	0
1696	8	556	0
1699	13	860	0
1701	10	302	0
1705	30	490	0
1706	13	588	0
1707	8	1136	0
1709	29	1324	0
1710	8	195	0
1714	8	1056	0
1715	13	1284	0
1718	26	171	0
1719	8	1461	0
1721	13	524	0
1723	8	151	0
1724	5	1134	0
1725	13	519	0
1729	8	966	0
1732	9	1463	0
1733	13	627	0
1736	26	275	0
1737	26	834	0
1738	12	905	0
1743	8	952	0
1745	29	338	0
1746	3	1025	0
1747	13	1187	0
1756	13	615	0
1758	13	89	0
1760	30	787	0
1761	8	1134	0
1762	8	823	0
1763	8	1266	0
1768	8	1210	0
1771	7	561	0
1772	30	38	0
1773	9	1398	0
1774	13	565	0
1775	30	1384	0
1776	26	751	0
1779	2	233	0
1781	13	179	0
1782	13	1023	0
1784	13	581	0
1785	8	1238	0
1787	26	576	0
1789	13	888	0
1790	29	1429	0
1791	8	754	0
1792	9	205	0
1795	5	8	0
1797	13	552	0
1798	9	63	1
1802	8	167	0
1804	29	1212	0
1806	13	63	0
1809	8	1136	0
1810	8	1405	0
1812	13	412	0
1813	8	189	0
1814	30	435	0
1816	30	1481	0
1817	8	992	0
1818	8	1187	0
1821	9	1169	0
1823	8	271	0
1824	13	620	0
1827	8	1058	0
1828	8	1071	0
1832	8	1520	0
1833	26	121	0
1834	5	1491	0
1837	13	1065	0
1840	9	1486	0
1841	13	73	0
1843	8	958	0
1844	8	345	0
1845	10	1441	0
1851	28	189	0
1853	5	1332	0
1857	30	1274	0
1859	8	1428	0
1860	30	195	0
1861	26	15	1
1862	13	615	0
1863	11	1224	0
1864	13	1446	0
1865	13	324	0
1866	11	559	0
1867	9	999	0
1868	8	963	0
1870	7	905	0
1871	11	749	0
1873	8	943	0
1874	30	269	0
1875	13	719	0
1877	13	548	0
1878	8	433	0
1881	13	239	0
1883	30	566	0
1884	11	755	0
1885	13	590	0
1886	13	919	0
1889	30	621	0
1890	13	1365	0
1891	5	1381	0
1893	26	1565	0
1896	8	295	0
1897	7	265	0
1899	8	207	0
1902	26	358	0
1905	8	1470	0
1906	13	769	0
1909	8	1036	0
1910	30	1441	0
1912	11	1011	0
1913	8	598	0
1915	8	1404	0
1916	11	408	0
1918	8	676	0
1919	7	602	0
1920	13	309	0
1921	13	338	0
1922	8	1244	0
1924	26	1132	0
1926	8	51	0
1927	5	1466	0
1930	8	951	0
1931	29	973	0
1932	13	1457	0
1933	8	283	0
1935	13	246	0
1940	8	1444	0
1941	8	496	0
1943	8	13	0
1947	26	493	0
1949	8	151	0
1950	26	841	0
1953	30	1497	0
1954	13	508	0
1955	26	732	0
1956	26	90	0
1958	13	1240	0
1959	13	1481	0
1963	13	1255	0
1964	13	963	0
1967	30	1520	0
1968	13	913	0
1969	26	631	0
1970	13	473	0
1971	8	832	0
1972	29	1562	0
1974	13	1175	0
1975	30	231	0
1977	8	873	0
1981	29	1309	0
1982	30	262	0
1983	13	224	0
1986	8	637	0
1987	9	1460	0
1988	12	484	0
1989	13	1142	0
1992	7	1164	0
1994	13	808	0
1995	12	772	0
1996	8	949	0
1997	30	1061	0
1998	30	993	0
2003	8	1134	0
2004	13	533	0
2005	13	966	0
2006	13	608	1
2008	13	1152	0
2010	8	1580	0
2013	8	776	0
2015	30	621	0
2016	12	1124	0
2018	8	1397	0
2020	29	57	0
2021	30	531	0
2023	26	606	0
2024	8	837	0
2026	13	395	0
2027	13	572	0
2028	29	363	0
2033	13	1231	0
2035	3	590	0
2037	5	83	0
2041	29	1055	0
2042	9	755	0
2043	13	782	0
2047	8	797	0
2048	8	649	0
2049	9	192	0
2051	13	1012	0
2056	13	204	0
2058	8	682	0
2060	9	1410	0
2063	7	661	0
2066	13	821	0
2067	9	1582	0
2068	13	905	0
2069	7	550	0
2071	13	310	0
2072	26	46	0
2073	13	1458	0
2075	13	351	0
2076	9	1037	0
2079	8	1165	0
2080	8	128	0
2082	9	868	0
2084	26	1019	0
2085	11	755	0
2087	13	1412	0
2088	13	615	0
2090	30	37	0
2091	13	461	0
2092	8	264	0
2093	26	626	1
2094	5	1372	0
2095	9	119	0
2096	9	962	0
2097	26	1261	0
2098	13	89	0
2101	30	88	0
2102	12	293	0
2106	13	246	0
2111	13	280	0
2112	13	649	0
2114	29	413	0
2115	8	753	0
2116	28	1025	0
2118	8	1184	0
2120	26	279	0
2122	13	317	0
2124	13	966	0
2125	8	892	0
2129	30	235	0
2132	13	473	0
2134	8	124	0
2136	8	69	0
2137	26	758	0
2138	13	7	0
2139	9	262	0
2140	13	43	0
2141	13	649	0
2143	11	1067	0
2147	8	1529	0
2148	13	1234	0
2150	13	332	0
2151	8	39	0
2152	30	1227	0
2153	5	1014	0
2154	13	235	0
2159	30	1174	0
2160	12	366	0
2161	26	1157	0
2162	8	742	0
2164	13	50	0
2165	8	1064	0
2166	26	531	0
2168	7	422	0
2169	26	1418	0
2170	29	489	0
2171	13	395	0
2172	13	239	0
2173	8	1392	0
2174	26	696	0
2175	30	578	0
2176	13	1528	0
2177	13	1492	0
2180	8	1268	0
2183	8	614	0
2184	13	696	0
2185	26	1397	0
2186	30	419	0
2187	8	1317	0
2188	1	362	0
2189	30	27	0
2191	26	1261	0
2193	13	1071	0
2194	13	429	0
2195	8	706	0
2197	13	304	0
2200	7	318	0
2201	10	1341	0
2202	9	448	0
2203	13	387	0
2204	10	1516	0
2205	13	78	0
2207	29	1055	0
2208	5	1216	0
2209	5	377	0
2210	8	695	0
2212	29	863	0
2213	13	1563	0
2218	13	929	0
2221	8	304	0
2222	8	120	0
2224	13	1050	0
2228	7	1490	0
2231	11	514	0
2232	8	196	0
2233	8	1529	0
2234	8	813	0
2235	11	382	0
2236	13	226	0
2237	8	1552	0
2238	13	535	0
2240	29	677	0
2244	26	99	0
2246	8	161	0
2249	8	1185	0
2258	11	790	0
2260	8	317	0
2261	11	1199	0
2262	13	740	0
2263	10	1466	0
2264	13	888	0
2265	13	919	0
2266	8	1112	0
2267	8	176	0
2269	13	1093	0
2270	8	1085	1
2271	13	1259	0
2273	11	481	0
2274	12	386	0
2276	8	271	0
2277	8	867	0
2279	29	484	0
2281	8	1413	0
2282	29	876	0
2283	8	1231	0
2284	8	572	0
2286	13	162	1
2287	13	812	0
2288	26	1224	0
2289	8	1430	0
2290	26	596	0
2291	13	927	0
2295	26	1236	0
2299	8	813	0
2302	13	58	0
2304	13	1371	0
2306	10	793	0
2307	11	420	0
2308	26	1044	0
2309	30	1246	0
2311	30	1192	0
2312	26	675	0
2313	26	964	0
2314	13	880	0
2319	13	430	0
2320	8	1444	0
2321	8	10	0
2324	8	624	0
2325	8	831	0
2326	8	733	0
2327	30	1467	0
2328	13	1254	0
2329	30	648	0
2330	5	1091	0
2332	8	490	0
2334	9	772	0
2335	8	1036	0
2336	26	1323	0
2338	26	1081	0
2339	13	874	0
2340	30	1203	0
2342	30	1014	0
2343	7	695	0
2345	9	861	0
2346	8	1180	0
2347	26	732	0
2348	26	1415	0
2349	12	578	0
2351	3	67	0
2355	8	140	0
2358	13	1145	0
2359	8	598	0
2360	8	115	0
2361	13	502	0
2362	13	77	0
2363	8	1412	0
2364	13	455	0
2365	8	1022	0
2366	13	301	0
2367	13	72	0
2372	8	1069	0
2373	5	73	0
2375	29	656	0
2376	9	1412	0
2377	5	109	0
2378	8	369	0
2379	8	1202	0
2380	30	1064	0
2381	30	1464	0
2384	8	529	0
2385	13	79	0
2387	30	113	0
2388	8	1355	0
2389	26	561	0
2391	29	876	0
2392	13	1336	0
2397	8	125	0
2398	13	630	0
2399	13	113	0
2402	8	1541	0
2405	8	396	0
2406	26	162	0
2408	8	1427	0
2409	8	519	0
2410	5	1454	0
2411	26	713	0
2413	13	514	0
2416	13	1298	0
2417	30	442	0
2418	26	823	0
2419	29	91	0
2420	8	1239	0
2421	13	194	0
2422	26	1357	0
2423	2	633	0
2425	29	677	0
2427	4	1460	0
2428	13	1077	0
2430	13	881	0
2431	8	1520	0
2433	28	1378	0
2438	13	194	0
2439	8	433	0
2441	8	269	0
2443	29	786	0
2444	13	1053	0
2449	30	1467	0
2451	4	1216	0
2453	13	401	0
2454	8	978	0
2459	13	906	0
2460	9	865	0
2461	26	164	0
2462	13	1345	0
2463	8	1201	0
2464	8	807	0
2465	13	239	0
2468	8	926	0
2469	5	478	0
2470	26	1375	0
2471	8	1571	0
2473	8	1164	0
2474	13	809	0
2475	13	1305	0
2476	26	231	0
2477	8	183	0
2479	7	1311	0
2481	13	1060	0
2482	30	231	0
2484	30	859	0
2485	29	1443	0
2486	13	79	0
2489	13	405	0
2491	8	297	0
2492	26	1157	0
2494	8	1327	0
2495	30	117	0
2496	13	1531	0
2498	8	612	0
2500	30	371	0
2503	26	531	0
2504	13	872	0
2505	13	666	0
2506	13	405	0
2507	11	1566	0
2508	26	171	0
2509	29	368	0
2512	8	1117	0
2513	13	630	0
2514	11	1215	0
2515	13	1331	0
2516	8	181	0
2519	30	1473	0
2521	13	98	0
2522	26	1469	0
2523	13	1216	0
2524	8	296	0
2525	13	403	0
2527	2	843	0
2528	30	1226	0
2529	30	1226	0
2530	8	101	0
2531	7	607	0
2532	9	529	0
2534	13	1449	0
2535	8	362	0
2537	8	314	0
2538	13	545	0
2539	10	31	0
2543	13	1240	0
2544	30	460	0
2545	26	118	0
2546	8	1521	0
2550	13	885	0
2551	8	457	0
2552	13	1295	0
2555	13	1192	0
2557	13	1339	0
2559	13	1144	0
2562	13	1359	0
2563	13	1055	0
2564	12	1383	0
2567	26	243	0
2570	8	1431	0
2571	26	596	0
2572	8	779	0
2574	9	1505	0
2577	26	293	0
2580	30	1138	0
2585	13	615	0
2587	8	1049	0
2589	8	557	0
2590	8	794	0
2592	13	1558	1
2594	30	561	0
2595	13	1430	0
2597	13	395	0
